FID,Date Time,Organisation,Fleet,Working Hours Age,Number of Flights
378,29/12/2015 19:45,Flight Data Services Ltd,IAW-B737,2,189
379,29/12/2015 19:45,Flight Data Services Ltd,UBA-ATR-72,2,10
380,29/12/2015 19:45,Flight Data Services Ltd,UBA-ERJ-190,2,14
381,29/12/2015 19:45,Flight Data Services Ltd,DHX-B767,1,68
382,29/12/2015 19:45,Flight Data Services Ltd,EIN-A320,1,3
383,29/12/2015 19:45,Flight Data Services Ltd,IAW-B737,1,28
384,29/12/2015 19:45,Flight Data Services Ltd,JTG-B737-Classic,1,1
385,29/12/2015 19:45,Flight Data Services Ltd,NAS-B737-NG,1,4
386,29/12/2015 19:45,Flight Data Services Ltd,NAS-B787,1,3
387,29/12/2015 19:45,Flight Data Services Ltd,SAS-A330,1,1
388,29/12/2015 19:45,Flight Data Services Ltd,SAS-A340,1,1
389,29/12/2015 19:45,Flight Data Services Ltd,UBA-ATR-72,1,4
390,29/12/2015 20:00,Flight Data Services Inc,MTN-ATR-72,5,4
391,29/12/2015 20:00,Flight Data Services Inc,CFS-ATR-42,1,14
392,29/12/2015 20:00,Flight Data Services Ltd,IAW-B737,4,84
393,29/12/2015 20:00,Flight Data Services Ltd,IAW-B737,3,192
394,29/12/2015 20:00,Flight Data Services Ltd,AHY-B767,2,1
395,29/12/2015 20:00,Flight Data Services Ltd,EIN-A320,2,4
396,29/12/2015 20:00,Flight Data Services Ltd,EIN-A330,2,1
397,29/12/2015 20:00,Flight Data Services Ltd,IAW-B737,2,189
398,29/12/2015 20:00,Flight Data Services Ltd,UBA-ATR-72,2,10
399,29/12/2015 20:00,Flight Data Services Ltd,UBA-ERJ-190,2,14
400,29/12/2015 20:00,Flight Data Services Ltd,DHX-B767,1,68
401,29/12/2015 20:00,Flight Data Services Ltd,EIN-A320,1,3
402,29/12/2015 20:00,Flight Data Services Ltd,IAW-B737,1,28
403,29/12/2015 20:00,Flight Data Services Ltd,JTG-B737-Classic,1,1
404,29/12/2015 20:00,Flight Data Services Ltd,NAS-B737-NG,1,4
405,29/12/2015 20:00,Flight Data Services Ltd,NAS-B787,1,3
406,29/12/2015 20:00,Flight Data Services Ltd,SAS-A330,1,1
407,29/12/2015 20:00,Flight Data Services Ltd,SAS-A340,1,1
408,29/12/2015 20:00,Flight Data Services Ltd,UBA-ATR-72,1,4
409,29/12/2015 20:15,Flight Data Services Inc,MTN-ATR-72,5,1
410,29/12/2015 20:15,Flight Data Services Inc,CFS-ATR-42,1,14
411,29/12/2015 20:15,Flight Data Services Ltd,IAW-B737,4,84
412,29/12/2015 20:15,Flight Data Services Ltd,IAW-B737,3,192
413,29/12/2015 20:15,Flight Data Services Ltd,AHY-B767,2,1
414,29/12/2015 20:15,Flight Data Services Ltd,EIN-A320,2,4
415,29/12/2015 20:15,Flight Data Services Ltd,EIN-A330,2,1
416,29/12/2015 20:15,Flight Data Services Ltd,IAW-B737,2,189
417,29/12/2015 20:15,Flight Data Services Ltd,UBA-ATR-72,2,10
418,29/12/2015 20:15,Flight Data Services Ltd,UBA-ERJ-190,2,14
419,29/12/2015 20:15,Flight Data Services Ltd,DHX-B767,1,68
420,29/12/2015 20:15,Flight Data Services Ltd,EIN-A320,1,3
421,29/12/2015 20:15,Flight Data Services Ltd,IAW-B737,1,28
422,29/12/2015 20:15,Flight Data Services Ltd,JTG-B737-Classic,1,1
423,29/12/2015 20:15,Flight Data Services Ltd,NAS-B737-NG,1,4
424,29/12/2015 20:15,Flight Data Services Ltd,NAS-B787,1,3
425,29/12/2015 20:15,Flight Data Services Ltd,SAS-A330,1,1
426,29/12/2015 20:15,Flight Data Services Ltd,SAS-A340,1,1
427,29/12/2015 20:15,Flight Data Services Ltd,UBA-ATR-72,1,4
428,29/12/2015 20:30,Flight Data Services Inc,CFS-ATR-42,2,8
429,29/12/2015 20:30,Flight Data Services Inc,CFS-ATR-42,1,6
430,29/12/2015 20:30,Flight Data Services Ltd,IAW-B737,4,84
431,29/12/2015 20:30,Flight Data Services Ltd,IAW-B737,3,192
432,29/12/2015 20:30,Flight Data Services Ltd,AHY-B767,2,1
433,29/12/2015 20:30,Flight Data Services Ltd,EIN-A320,2,4
434,29/12/2015 20:30,Flight Data Services Ltd,EIN-A330,2,1
435,29/12/2015 20:30,Flight Data Services Ltd,IAW-B737,2,189
436,29/12/2015 20:30,Flight Data Services Ltd,UBA-ATR-72,2,10
437,29/12/2015 20:30,Flight Data Services Ltd,UBA-ERJ-190,2,14
438,29/12/2015 20:30,Flight Data Services Ltd,DHX-B767,1,68
439,29/12/2015 20:30,Flight Data Services Ltd,EIN-A320,1,3
440,29/12/2015 20:30,Flight Data Services Ltd,IAW-B737,1,28
441,29/12/2015 20:30,Flight Data Services Ltd,JTG-B737-Classic,1,1
442,29/12/2015 20:30,Flight Data Services Ltd,NAS-B737-NG,1,4
443,29/12/2015 20:30,Flight Data Services Ltd,NAS-B787,1,3
444,29/12/2015 20:30,Flight Data Services Ltd,SAS-A330,1,1
445,29/12/2015 20:30,Flight Data Services Ltd,SAS-A340,1,1
446,29/12/2015 20:30,Flight Data Services Ltd,UBA-ATR-72,1,4
447,29/12/2015 20:45,Flight Data Services Inc,CFS-ATR-42,2,13
448,29/12/2015 20:45,Flight Data Services Ltd,IAW-B737,4,84
449,29/12/2015 20:45,Flight Data Services Ltd,IAW-B737,3,192
450,29/12/2015 20:45,Flight Data Services Ltd,AHY-B767,2,1
451,29/12/2015 20:45,Flight Data Services Ltd,EIN-A320,2,4
452,29/12/2015 20:45,Flight Data Services Ltd,EIN-A330,2,1
453,29/12/2015 20:45,Flight Data Services Ltd,IAW-B737,2,189
454,29/12/2015 20:45,Flight Data Services Ltd,UBA-ATR-72,2,10
455,29/12/2015 20:45,Flight Data Services Ltd,UBA-ERJ-190,2,14
456,29/12/2015 20:45,Flight Data Services Ltd,DHX-B767,1,68
457,29/12/2015 20:45,Flight Data Services Ltd,EIN-A320,1,3
458,29/12/2015 20:45,Flight Data Services Ltd,IAW-B737,1,28
459,29/12/2015 20:45,Flight Data Services Ltd,JTG-B737-Classic,1,1
460,29/12/2015 20:45,Flight Data Services Ltd,NAS-B737-NG,1,4
461,29/12/2015 20:45,Flight Data Services Ltd,NAS-B787,1,3
462,29/12/2015 20:45,Flight Data Services Ltd,SAS-A330,1,1
463,29/12/2015 20:45,Flight Data Services Ltd,SAS-A340,1,1
464,29/12/2015 20:45,Flight Data Services Ltd,UBA-ATR-72,1,4
465,29/12/2015 21:00,Flight Data Services Inc,CFS-ATR-42,2,13
466,29/12/2015 21:00,Flight Data Services Inc,ABX-B767,1,6
467,29/12/2015 21:00,Flight Data Services Inc,CFS-ATR-42,1,3
468,29/12/2015 21:00,Flight Data Services Ltd,IAW-B737,4,84
469,29/12/2015 21:00,Flight Data Services Ltd,IAW-B737,3,192
470,29/12/2015 21:00,Flight Data Services Ltd,AHY-B767,2,1
471,29/12/2015 21:00,Flight Data Services Ltd,EIN-A320,2,4
472,29/12/2015 21:00,Flight Data Services Ltd,EIN-A330,2,1
473,29/12/2015 21:00,Flight Data Services Ltd,IAW-B737,2,189
474,29/12/2015 21:00,Flight Data Services Ltd,UBA-ATR-72,2,10
475,29/12/2015 21:00,Flight Data Services Ltd,UBA-ERJ-190,2,14
476,29/12/2015 21:00,Flight Data Services Ltd,DHX-B767,1,68
477,29/12/2015 21:00,Flight Data Services Ltd,EIN-A320,1,3
478,29/12/2015 21:00,Flight Data Services Ltd,IAW-B737,1,28
479,29/12/2015 21:00,Flight Data Services Ltd,JTG-B737-Classic,1,1
480,29/12/2015 21:00,Flight Data Services Ltd,NAS-B737-NG,1,4
481,29/12/2015 21:00,Flight Data Services Ltd,NAS-B787,1,3
482,29/12/2015 21:00,Flight Data Services Ltd,SAS-A330,1,1
483,29/12/2015 21:00,Flight Data Services Ltd,SAS-A340,1,1
484,29/12/2015 21:00,Flight Data Services Ltd,UBA-ATR-72,1,4
485,29/12/2015 21:15,Flight Data Services Inc,CFS-ATR-42,2,13
486,29/12/2015 21:15,Flight Data Services Inc,ABX-B767,1,6
487,29/12/2015 21:15,Flight Data Services Inc,CFS-ATR-42,1,3
488,29/12/2015 21:15,Flight Data Services Inc,MTN-ATR-42,1,8
489,29/12/2015 21:15,Flight Data Services Ltd,IAW-B737,4,84
490,29/12/2015 21:15,Flight Data Services Ltd,IAW-B737,3,192
491,29/12/2015 21:15,Flight Data Services Ltd,AHY-B767,2,1
492,29/12/2015 21:15,Flight Data Services Ltd,EIN-A320,2,4
493,29/12/2015 21:15,Flight Data Services Ltd,EIN-A330,2,1
494,29/12/2015 21:15,Flight Data Services Ltd,IAW-B737,2,189
495,29/12/2015 21:15,Flight Data Services Ltd,UBA-ATR-72,2,10
496,29/12/2015 21:15,Flight Data Services Ltd,UBA-ERJ-190,2,14
497,29/12/2015 21:15,Flight Data Services Ltd,DHX-B767,1,68
498,29/12/2015 21:15,Flight Data Services Ltd,EIN-A320,1,3
499,29/12/2015 21:15,Flight Data Services Ltd,IAW-B737,1,28
500,29/12/2015 21:15,Flight Data Services Ltd,JTG-B737-Classic,1,1
501,29/12/2015 21:15,Flight Data Services Ltd,NAS-B737-NG,1,4
502,29/12/2015 21:15,Flight Data Services Ltd,NAS-B787,1,3
503,29/12/2015 21:15,Flight Data Services Ltd,SAS-A330,1,1
504,29/12/2015 21:15,Flight Data Services Ltd,SAS-A340,1,1
505,29/12/2015 21:15,Flight Data Services Ltd,UBA-ATR-72,1,4
506,29/12/2015 21:30,Flight Data Services Inc,CFS-ATR-42,3,7
507,29/12/2015 21:30,Flight Data Services Inc,CFS-ATR-42,2,6
508,29/12/2015 21:30,Flight Data Services Inc,ABX-B767,1,6
509,29/12/2015 21:30,Flight Data Services Inc,CFS-ATR-42,1,3
510,29/12/2015 21:30,Flight Data Services Inc,MTN-ATR-42,1,8
511,29/12/2015 21:30,Flight Data Services Ltd,IAW-B737,4,84
512,29/12/2015 21:30,Flight Data Services Ltd,IAW-B737,3,192
513,29/12/2015 21:30,Flight Data Services Ltd,AHY-B767,2,1
514,29/12/2015 21:30,Flight Data Services Ltd,EIN-A320,2,4
515,29/12/2015 21:30,Flight Data Services Ltd,EIN-A330,2,1
516,29/12/2015 21:30,Flight Data Services Ltd,IAW-B737,2,189
517,29/12/2015 21:30,Flight Data Services Ltd,UBA-ATR-72,2,10
518,29/12/2015 21:30,Flight Data Services Ltd,UBA-ERJ-190,2,14
519,29/12/2015 21:30,Flight Data Services Ltd,DHX-B767,1,68
520,29/12/2015 21:30,Flight Data Services Ltd,EIN-A320,1,3
521,29/12/2015 21:30,Flight Data Services Ltd,IAW-B737,1,28
522,29/12/2015 21:30,Flight Data Services Ltd,JTG-B737-Classic,1,1
523,29/12/2015 21:30,Flight Data Services Ltd,NAS-B737-NG,1,4
524,29/12/2015 21:30,Flight Data Services Ltd,NAS-B787,1,3
525,29/12/2015 21:30,Flight Data Services Ltd,SAS-A330,1,1
526,29/12/2015 21:30,Flight Data Services Ltd,SAS-A340,1,1
527,29/12/2015 21:30,Flight Data Services Ltd,UBA-ATR-72,1,4
528,29/12/2015 21:45,Flight Data Services Inc,CFS-ATR-42,3,12
529,29/12/2015 21:45,Flight Data Services Inc,ABX-B767,1,6
530,29/12/2015 21:45,Flight Data Services Inc,CFS-ATR-42,1,3
531,29/12/2015 21:45,Flight Data Services Inc,MTN-ATR-42,1,8
532,29/12/2015 21:45,Flight Data Services Ltd,IAW-B737,4,84
533,29/12/2015 21:45,Flight Data Services Ltd,IAW-B737,3,192
534,29/12/2015 21:45,Flight Data Services Ltd,AHY-B767,2,1
535,29/12/2015 21:45,Flight Data Services Ltd,EIN-A320,2,4
536,29/12/2015 21:45,Flight Data Services Ltd,EIN-A330,2,1
537,29/12/2015 21:45,Flight Data Services Ltd,IAW-B737,2,189
538,29/12/2015 21:45,Flight Data Services Ltd,UBA-ATR-72,2,10
539,29/12/2015 21:45,Flight Data Services Ltd,UBA-ERJ-190,2,14
540,29/12/2015 21:45,Flight Data Services Ltd,DHX-B767,1,68
541,29/12/2015 21:45,Flight Data Services Ltd,EIN-A320,1,3
542,29/12/2015 21:45,Flight Data Services Ltd,IAW-B737,1,28
543,29/12/2015 21:45,Flight Data Services Ltd,JTG-B737-Classic,1,1
544,29/12/2015 21:45,Flight Data Services Ltd,NAS-B737-NG,1,4
545,29/12/2015 21:45,Flight Data Services Ltd,NAS-B787,1,3
546,29/12/2015 21:45,Flight Data Services Ltd,SAS-A330,1,1
547,29/12/2015 21:45,Flight Data Services Ltd,SAS-A340,1,1
548,29/12/2015 21:45,Flight Data Services Ltd,UBA-ATR-72,1,4
549,29/12/2015 22:00,Flight Data Services Inc,CFS-ATR-42,3,11
550,29/12/2015 22:00,Flight Data Services Inc,ABX-B767,2,1
551,29/12/2015 22:00,Flight Data Services Inc,CFS-ATR-42,2,1
552,29/12/2015 22:00,Flight Data Services Inc,MTN-ATR-42,1,8
553,29/12/2015 22:00,Flight Data Services Ltd,IAW-B737,4,84
554,29/12/2015 22:00,Flight Data Services Ltd,IAW-B737,3,192
555,29/12/2015 22:00,Flight Data Services Ltd,AHY-B767,2,1
556,29/12/2015 22:00,Flight Data Services Ltd,EIN-A320,2,4
557,29/12/2015 22:00,Flight Data Services Ltd,EIN-A330,2,1
558,29/12/2015 22:00,Flight Data Services Ltd,IAW-B737,2,189
559,29/12/2015 22:00,Flight Data Services Ltd,UBA-ATR-72,2,10
560,29/12/2015 22:00,Flight Data Services Ltd,UBA-ERJ-190,2,14
561,29/12/2015 22:00,Flight Data Services Ltd,DHX-B767,1,68
562,29/12/2015 22:00,Flight Data Services Ltd,EIN-A320,1,3
563,29/12/2015 22:00,Flight Data Services Ltd,IAW-B737,1,28
564,29/12/2015 22:00,Flight Data Services Ltd,JTG-B737-Classic,1,1
565,29/12/2015 22:00,Flight Data Services Ltd,NAS-B737-NG,1,4
566,29/12/2015 22:00,Flight Data Services Ltd,NAS-B787,1,3
567,29/12/2015 22:00,Flight Data Services Ltd,SAS-A330,1,1
568,29/12/2015 22:00,Flight Data Services Ltd,SAS-A340,1,1
569,29/12/2015 22:00,Flight Data Services Ltd,UBA-ATR-72,1,4
570,29/12/2015 22:15,Flight Data Services Inc,CFS-ATR-42,3,11
571,29/12/2015 22:15,Flight Data Services Inc,ABX-B767,2,1
572,29/12/2015 22:15,Flight Data Services Inc,MTN-ATR-42,2,8
573,29/12/2015 22:15,Flight Data Services Ltd,IAW-B737,4,84
574,29/12/2015 22:15,Flight Data Services Ltd,IAW-B737,3,192
575,29/12/2015 22:15,Flight Data Services Ltd,AHY-B767,2,1
576,29/12/2015 22:15,Flight Data Services Ltd,EIN-A320,2,4
577,29/12/2015 22:15,Flight Data Services Ltd,EIN-A330,2,1
578,29/12/2015 22:15,Flight Data Services Ltd,IAW-B737,2,189
579,29/12/2015 22:15,Flight Data Services Ltd,UBA-ATR-72,2,10
580,29/12/2015 22:15,Flight Data Services Ltd,UBA-ERJ-190,2,14
581,29/12/2015 22:15,Flight Data Services Ltd,DHX-B767,1,68
582,29/12/2015 22:15,Flight Data Services Ltd,EIN-A320,1,3
583,29/12/2015 22:15,Flight Data Services Ltd,IAW-B737,1,28
584,29/12/2015 22:15,Flight Data Services Ltd,JTG-B737-Classic,1,1
585,29/12/2015 22:15,Flight Data Services Ltd,NAS-B737-NG,1,4
586,29/12/2015 22:15,Flight Data Services Ltd,NAS-B787,1,3
587,29/12/2015 22:15,Flight Data Services Ltd,SAS-A330,1,1
588,29/12/2015 22:15,Flight Data Services Ltd,SAS-A340,1,1
589,29/12/2015 22:15,Flight Data Services Ltd,UBA-ATR-72,1,4
590,29/12/2015 22:30,Flight Data Services Inc,CFS-ATR-42,4,5
591,29/12/2015 22:30,Flight Data Services Inc,CFS-ATR-42,3,6
592,29/12/2015 22:30,Flight Data Services Inc,ABX-B767,2,1
593,29/12/2015 22:30,Flight Data Services Inc,MTN-ATR-42,2,8
594,29/12/2015 22:30,Flight Data Services Ltd,IAW-B737,4,84
595,29/12/2015 22:30,Flight Data Services Ltd,IAW-B737,3,192
596,29/12/2015 22:30,Flight Data Services Ltd,AHY-B767,2,1
597,29/12/2015 22:30,Flight Data Services Ltd,EIN-A320,2,4
598,29/12/2015 22:30,Flight Data Services Ltd,EIN-A330,2,1
599,29/12/2015 22:30,Flight Data Services Ltd,IAW-B737,2,189
600,29/12/2015 22:30,Flight Data Services Ltd,UBA-ATR-72,2,10
601,29/12/2015 22:30,Flight Data Services Ltd,UBA-ERJ-190,2,14
602,29/12/2015 22:30,Flight Data Services Ltd,DHX-B767,1,68
603,29/12/2015 22:30,Flight Data Services Ltd,EIN-A320,1,3
604,29/12/2015 22:30,Flight Data Services Ltd,IAW-B737,1,28
605,29/12/2015 22:30,Flight Data Services Ltd,JTG-B737-Classic,1,1
606,29/12/2015 22:30,Flight Data Services Ltd,NAS-B737-NG,1,4
607,29/12/2015 22:30,Flight Data Services Ltd,NAS-B787,1,3
608,29/12/2015 22:30,Flight Data Services Ltd,SAS-A330,1,1
609,29/12/2015 22:30,Flight Data Services Ltd,SAS-A340,1,1
610,29/12/2015 22:30,Flight Data Services Ltd,UBA-ATR-72,1,4
611,29/12/2015 22:45,Flight Data Services Inc,CFS-ATR-42,4,11
612,29/12/2015 22:45,Flight Data Services Inc,MTN-ATR-42,2,8
613,29/12/2015 22:45,Flight Data Services Ltd,IAW-B737,4,84
614,29/12/2015 22:45,Flight Data Services Ltd,IAW-B737,3,192
615,29/12/2015 22:45,Flight Data Services Ltd,AHY-B767,2,1
616,29/12/2015 22:45,Flight Data Services Ltd,EIN-A320,2,4
617,29/12/2015 22:45,Flight Data Services Ltd,EIN-A330,2,1
618,29/12/2015 22:45,Flight Data Services Ltd,IAW-B737,2,189
619,29/12/2015 22:45,Flight Data Services Ltd,UBA-ATR-72,2,10
620,29/12/2015 22:45,Flight Data Services Ltd,UBA-ERJ-190,2,14
621,29/12/2015 22:45,Flight Data Services Ltd,DHX-B767,1,68
622,29/12/2015 22:45,Flight Data Services Ltd,EIN-A320,1,3
623,29/12/2015 22:45,Flight Data Services Ltd,IAW-B737,1,28
624,29/12/2015 22:45,Flight Data Services Ltd,JTG-B737-Classic,1,1
625,29/12/2015 22:45,Flight Data Services Ltd,NAS-B737-NG,1,4
626,29/12/2015 22:45,Flight Data Services Ltd,NAS-B787,1,3
627,29/12/2015 22:45,Flight Data Services Ltd,SAS-A330,1,1
628,29/12/2015 22:45,Flight Data Services Ltd,SAS-A340,1,1
629,29/12/2015 22:45,Flight Data Services Ltd,UBA-ATR-72,1,4
630,29/12/2015 23:00,Flight Data Services Inc,CFS-ATR-42,4,11
631,29/12/2015 23:00,Flight Data Services Inc,MTN-ATR-42,2,8
632,29/12/2015 23:00,Flight Data Services Ltd,IAW-B737,4,84
633,29/12/2015 23:00,Flight Data Services Ltd,IAW-B737,3,192
634,29/12/2015 23:00,Flight Data Services Ltd,AHY-B767,2,1
635,29/12/2015 23:00,Flight Data Services Ltd,EIN-A320,2,4
636,29/12/2015 23:00,Flight Data Services Ltd,EIN-A330,2,1
637,29/12/2015 23:00,Flight Data Services Ltd,IAW-B737,2,189
638,29/12/2015 23:00,Flight Data Services Ltd,UBA-ATR-72,2,10
639,29/12/2015 23:00,Flight Data Services Ltd,UBA-ERJ-190,2,14
640,29/12/2015 23:00,Flight Data Services Ltd,DHX-B767,1,68
641,29/12/2015 23:00,Flight Data Services Ltd,EIN-A320,1,3
642,29/12/2015 23:00,Flight Data Services Ltd,IAW-B737,1,28
643,29/12/2015 23:00,Flight Data Services Ltd,JTG-B737-Classic,1,1
644,29/12/2015 23:00,Flight Data Services Ltd,NAS-B737-NG,1,4
645,29/12/2015 23:00,Flight Data Services Ltd,NAS-B787,1,3
646,29/12/2015 23:00,Flight Data Services Ltd,SAS-A330,1,1
647,29/12/2015 23:00,Flight Data Services Ltd,SAS-A340,1,1
648,29/12/2015 23:00,Flight Data Services Ltd,UBA-ATR-72,1,4
649,29/12/2015 23:15,Flight Data Services Inc,CFS-ATR-42,4,11
650,29/12/2015 23:15,Flight Data Services Inc,MTN-ATR-42,2,8
651,29/12/2015 23:15,Flight Data Services Ltd,IAW-B737,4,84
652,29/12/2015 23:15,Flight Data Services Ltd,IAW-B737,3,192
653,29/12/2015 23:15,Flight Data Services Ltd,AHY-B767,2,1
654,29/12/2015 23:15,Flight Data Services Ltd,EIN-A320,2,4
655,29/12/2015 23:15,Flight Data Services Ltd,EIN-A330,2,1
656,29/12/2015 23:15,Flight Data Services Ltd,IAW-B737,2,189
657,29/12/2015 23:15,Flight Data Services Ltd,UBA-ATR-72,2,10
658,29/12/2015 23:15,Flight Data Services Ltd,UBA-ERJ-190,2,14
659,29/12/2015 23:15,Flight Data Services Ltd,DHX-B767,1,68
660,29/12/2015 23:15,Flight Data Services Ltd,EIN-A320,1,3
661,29/12/2015 23:15,Flight Data Services Ltd,IAW-B737,1,28
662,29/12/2015 23:15,Flight Data Services Ltd,JTG-B737-Classic,1,1
663,29/12/2015 23:15,Flight Data Services Ltd,NAS-B737-NG,1,4
664,29/12/2015 23:15,Flight Data Services Ltd,NAS-B787,1,3
665,29/12/2015 23:15,Flight Data Services Ltd,SAS-A330,1,1
666,29/12/2015 23:15,Flight Data Services Ltd,SAS-A340,1,1
667,29/12/2015 23:15,Flight Data Services Ltd,UBA-ATR-72,1,4
668,29/12/2015 23:30,Flight Data Services Inc,CFS-ATR-42,4,11
669,29/12/2015 23:30,Flight Data Services Inc,MTN-ATR-42,2,8
670,29/12/2015 23:30,Flight Data Services Ltd,IAW-B737,4,84
671,29/12/2015 23:30,Flight Data Services Ltd,IAW-B737,3,192
672,29/12/2015 23:30,Flight Data Services Ltd,AHY-B767,2,1
673,29/12/2015 23:30,Flight Data Services Ltd,EIN-A320,2,4
674,29/12/2015 23:30,Flight Data Services Ltd,EIN-A330,2,1
675,29/12/2015 23:30,Flight Data Services Ltd,IAW-B737,2,189
676,29/12/2015 23:30,Flight Data Services Ltd,UBA-ATR-72,2,10
677,29/12/2015 23:30,Flight Data Services Ltd,UBA-ERJ-190,2,14
678,29/12/2015 23:30,Flight Data Services Ltd,DHX-B767,1,68
679,29/12/2015 23:30,Flight Data Services Ltd,EIN-A320,1,3
680,29/12/2015 23:30,Flight Data Services Ltd,IAW-B737,1,28
681,29/12/2015 23:30,Flight Data Services Ltd,JTG-B737-Classic,1,1
682,29/12/2015 23:30,Flight Data Services Ltd,NAS-B737-NG,1,4
683,29/12/2015 23:30,Flight Data Services Ltd,NAS-B787,1,3
684,29/12/2015 23:30,Flight Data Services Ltd,SAS-A330,1,1
685,29/12/2015 23:30,Flight Data Services Ltd,SAS-A340,1,1
686,29/12/2015 23:30,Flight Data Services Ltd,UBA-ATR-72,1,4
687,29/12/2015 23:45,Flight Data Services Inc,CFS-ATR-42,4,11
688,29/12/2015 23:45,Flight Data Services Inc,MTN-ATR-42,2,8
689,29/12/2015 23:45,Flight Data Services Ltd,IAW-B737,4,84
690,29/12/2015 23:45,Flight Data Services Ltd,IAW-B737,3,192
691,29/12/2015 23:45,Flight Data Services Ltd,AHY-B767,2,1
692,29/12/2015 23:45,Flight Data Services Ltd,EIN-A320,2,4
693,29/12/2015 23:45,Flight Data Services Ltd,EIN-A330,2,1
694,29/12/2015 23:45,Flight Data Services Ltd,IAW-B737,2,189
695,29/12/2015 23:45,Flight Data Services Ltd,UBA-ATR-72,2,10
696,29/12/2015 23:45,Flight Data Services Ltd,UBA-ERJ-190,2,14
697,29/12/2015 23:45,Flight Data Services Ltd,DHX-B767,1,68
698,29/12/2015 23:45,Flight Data Services Ltd,EIN-A320,1,3
699,29/12/2015 23:45,Flight Data Services Ltd,IAW-B737,1,28
700,29/12/2015 23:45,Flight Data Services Ltd,JTG-B737-Classic,1,1
701,29/12/2015 23:45,Flight Data Services Ltd,NAS-B737-NG,1,4
702,29/12/2015 23:45,Flight Data Services Ltd,NAS-B787,1,3
703,29/12/2015 23:45,Flight Data Services Ltd,SAS-A330,1,1
704,29/12/2015 23:45,Flight Data Services Ltd,SAS-A340,1,1
705,29/12/2015 23:45,Flight Data Services Ltd,UBA-ATR-72,1,4
706,30/12/2015 00:00,Flight Data Services Inc,CFS-ATR-42,4,11
707,30/12/2015 00:00,Flight Data Services Ltd,IAW-B737,4,84
708,30/12/2015 00:00,Flight Data Services Ltd,IAW-B737,3,192
709,30/12/2015 00:00,Flight Data Services Inc,MTN-ATR-42,2,8
710,30/12/2015 00:00,Flight Data Services Ltd,AHY-B767,2,1
711,30/12/2015 00:00,Flight Data Services Ltd,EIN-A320,2,4
712,30/12/2015 00:00,Flight Data Services Ltd,EIN-A330,2,1
713,30/12/2015 00:00,Flight Data Services Ltd,IAW-B737,2,189
714,30/12/2015 00:00,Flight Data Services Ltd,UBA-ATR-72,2,10
715,30/12/2015 00:00,Flight Data Services Ltd,UBA-ERJ-190,2,14
716,30/12/2015 00:00,Flight Data Services Ltd,DHX-B767,1,68
717,30/12/2015 00:00,Flight Data Services Ltd,EIN-A320,1,3
718,30/12/2015 00:00,Flight Data Services Ltd,IAW-B737,1,28
719,30/12/2015 00:00,Flight Data Services Ltd,JTG-B737-Classic,1,1
720,30/12/2015 00:00,Flight Data Services Ltd,NAS-B737-NG,1,4
721,30/12/2015 00:00,Flight Data Services Ltd,NAS-B787,1,3
722,30/12/2015 00:00,Flight Data Services Ltd,SAS-A330,1,1
723,30/12/2015 00:00,Flight Data Services Ltd,SAS-A340,1,1
724,30/12/2015 00:00,Flight Data Services Ltd,UBA-ATR-72,1,4
725,30/12/2015 00:15,Flight Data Services Inc,CFS-ATR-42,4,11
726,30/12/2015 00:15,Flight Data Services Ltd,IAW-B737,4,84
727,30/12/2015 00:15,Flight Data Services Ltd,IAW-B737,3,192
728,30/12/2015 00:15,Flight Data Services Inc,MTN-ATR-42,2,8
729,30/12/2015 00:15,Flight Data Services Ltd,AHY-B767,2,1
730,30/12/2015 00:15,Flight Data Services Ltd,EIN-A320,2,4
731,30/12/2015 00:15,Flight Data Services Ltd,EIN-A330,2,1
